user_name,review_date,stars,user_location,review_text,check_ins,cool_rating_count,useful_rating_count,funny_rating_count,review_photos,previous_review,elite_status,user_link,user_friends,user_photos,user_reviews
Jack B.,12/17/2017,5,"Chicago, IL","My wife and I heard about the great food at La Boulangerie from a friend and we were happy we made the trek out from Logan Square; sadly the Logan Square location wasn't open today, and had great sandwiches and pastries. The service was excellent. Ashley was on top of everything even though she was the only one working. We came in with the place nearly full but she was on top of everything, taking orders, preparing food, busing table, and all with a smile and positive attitude. My wife and I were happy to have sandwiches that reminded us of the food we had in France a few years ago. We're looking forward to our next visit and getting some baguettes.",1,0,3,0,[],[],not elite,https://www.yelp.com/user_details?userid=pF6WQLk3qhAOpA_h6Pqxjw,33,0,9
Salena C.,11/9/2017,2,"Chicago, IL","Compared to their counterpart on Wilson and Damen, this location is disappointing. First and foremost, their macarons definitely weren't as fresh and flavorful, which was a huge bummer! I checked in and tried to redeem my 10% off deal, but apparently it's good for everything but macarons (though it doesn't state that anywhere!). Hmm, #confused. Service was incredibly slow, especially because there was only one lady working, so she had to serve drinks to a couple dining in, then make sandwiches for another couple, and finally get around to packing our macarons to go. I would definitely skip this location in the future and just stick to the higher quality sister location.",1,8,9,4,[],[],elite,https://www.yelp.com/user_details?userid=f0SHitrEqc5k0DwWyPlY9w,1158,1040,401
Steffany J.,10/22/2017,1,"Chicago, IL","We've been here a few times, and it's been consistently Inconsistent with the quality of the baked goods. We keep hoping it gets better, but are disappointed every chance we give this place. Today wasn't any different. It was worse. Today we got TWO burnt baguettes. There's no excusing selling such poor quality. When we called they told us they don't bake in house. That's only part of the problem here. Why is this quality Allowed to sell? The person tossing this garbage onto the shelves needs a lesson in baked goods. If you want to get a baguette, or anything, visit Vanille, La Fournette, Maison Parisienne. This place is a waste of money unless you want charcoal. We will not be going back.",0,0,2,0,"['https://s3-media3.fl.yelpcdn.com/bphoto/0SNUPAo6CmdspoLwMy4bpg/348s.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/JTqeFpyphcxwRXLtMQ98XA/168s.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/kQVkZ0fboTsEA8uj75Ancw/168s.jpg']",[],not elite,https://www.yelp.com/user_details?userid=HxwyqSUEsOAch8aUt-eqzA,23,3,2
Lisa C.,10/20/2017,2,"Chicago, IL","I picked up some pastries last night while out shopping to enjoy later at home.  While my macarons were tasty, the cannele they served was burnt on the bottom to the point of being inedible.  The cannele pastries in the case were oriented as to hide the burnt sides.  While these treats should be darker in color from the cooking process, the bottom of mine was like charcoal & and smelled bad....not good!In short, La Boulangerie burned these, still decided to sell them, and hid the burnt side so as to make it difficult to see the poor quality in the case so I did not see until I got home.  It's not like getting a dish that came out of the kitchen with flaws that weren't noticed by the server, there was a series of decisions here leading to selling an inedible item.If you want to try a cannele (which are delicious), check out Spoken Cafe or occasionally Loba Pastry has them.  If you want to patronize an excellent French cafe, check out Maison Parisienne or Vanille Patisserie.  Really the only reason to go here would be grabbing some macarons on the way home if you were already passing by already.",0,0,0,0,['https://s3-media3.fl.yelpcdn.com/bphoto/_2z4Hf7QZw7HyVkVsDFdog/348s.jpg'],[],not elite,https://www.yelp.com/user_details?userid=DYtAwRq69l-wWhlIIXlWxQ,33,10,52
Natalia P.,10/4/2017,5,"Chicago, IL","Loved their macaroons, we tried the coconut, chocolate, raspberry, double chocolate and salted caramel and they all were fresh and tasty! Espresso was strong and had great taste! The barista was friendly and the place is nice and cozy.",0,0,0,0,['https://s3-media3.fl.yelpcdn.com/bphoto/IxSBVg6A_c3tsKHeEDNHHg/348s.jpg'],[],not elite,https://www.yelp.com/user_details?userid=qXY8OZq55qjdBaWIJyESIw,0,34,33
Alexandra H.,9/23/2017,4,"Chicago, IL","Cute French Bakery and Cafe just off the Belomont redline stop. They have coffee,  teas, sandwiches, crepes, macarons, and pastries. Plus they even sell bread. Drinks can be hot or iced.  I had an iced chai latte and the classic breakfast sandwich (swiss cheese, scrambled egg, and bacon on a buttery,  flaky croissant), which were very good! The storefront is a bit small and has only 5 tables for guests to sit down. It was a bit warm on a hot day.",1,0,0,0,[],[],elite,https://www.yelp.com/user_details?userid=28lP21YrNNpZdW6iX_L4tw,80,315,216
Ro L.,9/9/2017,5,"Chicago, IL","Excellent, very European feeling place. Quality in service and products.  If you like unusual and carefully created goodies, come here.  The almond raspberry tart is outstanding.  Ro",1,0,1,0,[],[],not elite,https://www.yelp.com/user_details?userid=frpEXyRmUNA4xmyI8uOp4Q,0,32,29
Suzanne K.,8/31/2017,1,"Chicago, IL","I mean, I want to like this place. Their breakfast sandwiches are killer and it's nice to have a spot to grab a baguette on the fly. But the service is absolutely terrible. You can't actually count on them to be open when they are supposed to be and sometimes when they are they yell at you for coming in and say they are too busy. I was literally turned away once when there wasn't anyone else in there. There's a new place on Clark, pretty sure I'll be going there instead.",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=BLzr6-dkd2f22erhJxCY6A,44,0,222
Hana K.,8/24/2017,5,"Chicago, IL","If you order their sandwiches on a baguette, you are doing it wrong. No wonder you guys are complaining! True French baguettes get stale as the day passes that is why French people buy their baguettes early in the morning and store it in a air tight containers almost resembling a small trash bin. Now...you want a sandwich? Order their fixings on a CROISSANT. Their croissants are not super crispy and fall apart crumb trail as you eat like some bakeries. They are layered, buttery and flaky. When they moved from Logan Square to Lakeview, my old co-worker had me buy a dozen of their croissants. She would freeze them then toast them when she wanted one! Their desserts are my favorite (macaron Monday anyone?) and their baguettes I take home and heat it up slightly to make warm again with a bowl of water in the oven. That is the French trick folks! What have we learned:1. Order their sandwiches on a croissant.2. Buy in bulk and freeze for easy breakfast.3. Buy baguettes early in the morning or take it home to warm. (Or just suck it up and eat the baguette like a true European. Softer the bread, more chemicals it has anyways think... Wonderbread. )",0,0,2,0,['https://s3-media3.fl.yelpcdn.com/bphoto/3DdciGYYVejV7cGN1qnc2A/348s.jpg'],[],not elite,https://www.yelp.com/user_details?userid=1PeAdx9jYe3KN3NylVD-xg,71,9,34
Jenny K.,8/4/2017,5,"Ann Arbor, MI",Oh hell yeah!! Macaron stop #5?  Best ones yet. At $2.30 they're pricier than the others but damn these are good. Great crunchy exterior and buttercream inside....or jam. The lady was honest that these were made yesterday but I couldn't tell. Bummed there weren't any vanilla but I got salted caramel and raspberry. Size also was bigger. Definitely will come back! Plus 10% off your order if you check in on the app (not applicable to macaroons though),1,1,0,0,['https://s3-media3.fl.yelpcdn.com/bphoto/cldiTi1x81TBcodVQxw7ig/348s.jpg'],[],elite,https://www.yelp.com/user_details?userid=HEk7gfYXXDqusEcqz4UeAg,174,530,262
L R.,7/25/2017,1,"Chicago, IL",I placed an order through Doordash.  It was confirmed!!!!!  A few minutes later I get a call suggesting that next time I should place my order earlier because they can't fulfill it.  These folks have the worst customer service!,0,0,1,0,[],[],not elite,https://www.yelp.com/user_details?userid=0esWotrYGpGZCWAqzD0H1w,0,2,2
Adriana G.,6/26/2017,1,"Chicago, IL",I normally get my Lattes from  starbucks but i was passing by and stopped by to get a latte. The cashier/barista was not nice at all.I ask ger how much was a latte and how many ounces. I order one. I asked her if they had stevia and she answer everything is over there by the door. That was not the question but anyways i went to get the sugar and no they don't carry stevia  . i told her i will be back in 2 minutes and she made a face. Terrible attitude . place not busy at all only a couple with kids . she was in a hurry to get back to her phone to do what ever she was doing. I will never come back. I rather go to starbucks,0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=Boh-o_wbJvxV6K4iaApROg,20,60,38
Simon G.,6/17/2017,4,"Deerfield, IL",More French than the French Market!Love the decor and ambience of this little café!  Came in for coffee and it wowed me! Nice jewel in the neighborhood.,0,1,0,0,"['https://s3-media1.fl.yelpcdn.com/bphoto/Erxa-SpBHv96Kw34h-UN9A/348s.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/YQtFQEZnGBS-86pV05wTDw/168s.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/UT456PkZX8QPwsWcUOlvJQ/168s.jpg']",[],elite,https://www.yelp.com/user_details?userid=0F40lzN0ELvTm3EpubSa_A,183,1654,227
Trudy G.,6/17/2017,1,"Chicago, IL","The workers here are rude and self-absorbed. If you want better tasting bread, do yourself a favor, and go to the location on Wilson road, even if you have to travel further. There's a world of difference between the two locations.",0,0,1,0,[],[],not elite,https://www.yelp.com/user_details?userid=tSUCcDMQEwXq3ojx55GdTQ,0,3,33
Ellie P.,6/10/2017,4,"Buffalo Grove, IL","After being in France numerous times last semester, this is a great find. All I got was a loaf of ciabatta and it was really good and reasonably priced. Good bread in France cracks when you break it, and this one does just that!",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=mZNlcnGiBHF1_U7G8fFGEQ,221,53,149
Daniel P.,5/21/2017,1,"Franklin Park, IL","Flat out rude. I came in with my 11 year old daughter, simply to order a sandwich. The woman behind the counter replies that ""my kitchen is closed, you can have either coffee or appetizer"".  Now, the statement itself is borderline rude, basically deciding for us what we can and cannot have. But moreover, the tone of her voice and her mannerisms exposed a snobbery and ridicule that I've never experienced before, at least not as a customer. She was almost celebratory and jubilant that I couldn't order anything from ""her"" kitchen and that, I suppose in her eyes, that I was powerless to do anything about it. Wow lady, I didn't know ordering a sandwich was such an all out war.  The fact that she did this in front of my daughter as well, with absolute conviction to this ridicule, is really quite depressing. Good luck with that lady.",0,0,3,1,[],[],not elite,https://www.yelp.com/user_details?userid=hAhI4B-wT0rv89LDUqPIAw,0,1,12
Vanessa W.,4/21/2017,1,"Chicago, IL","The lack of customer service is unbelievable. After notifying the store that my delivered sandwich did not have the sauce, the store asked me to come pick it up, or come in a different day to get a sandwich. My co-worked then realized her sandwich was also missing an item, and rather than make a new sandwich, they sent her the veggies on the side.  More importantly, the attitude I received was very disappointing. I really like the food at this place, so I am sad to stop ordering from them. But the lack of hospitality really rubbed me the wrong way.",0,0,4,0,[],[],not elite,https://www.yelp.com/user_details?userid=huzaDOnu0S7R413q2_45RA,1,0,11
Brendon L.,4/2/2017,4,"Plymouth, MI","This place is fantastic. They've really nailed the feeling of a french boulongerie. The bread is delicious, but they really need more than one person on at a time. Waits can be long.",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=luj0nLlnlNf8sGSLdR_Rgg,2,0,7
Gala R.,4/1/2017,5,"Chicago, IL","Just ordered delivery from la Boulangerie-Spanish sandwich: Excellent. The bread was fresh, there was a generous amount of jamon serrano and thick cut slices of manchego. Considering both of the main fillings are pricey and were really good quality I found the sandwich to be a good value. Large portion as well, only managed to finish 3/4.The turkey club: Boyfriend said it was really good and he is picky when it comes to sandwiches.The chocolate croissant was amazing. Decadent, clearly made with good butter and with an intense dark chocolate filling. If you get one of these delivered, warm it up in the oven for a couple minutes- heaven.",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=sWnySUs8YRL2NkhUuSvRZg,0,0,22
Ryan W.,12/18/2016,3,"Los Angeles, CA",The girl who works here is very nice but the service is so slow. The guy helping her I'm assuming was new as he couldn't answer any basic questions which was unfortunate. Their macaroons were okay but nothing to write home about. I haven't tried their sandwiches but other people seemed to enjoy them,0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=1SpP4335zUp0nh_lXJcUTA,11,0,130
Judy M.,11/17/2016,1,"Madison, WI","Just had my first experience at La Boulangerie, and to out it simply, it was awful. I met up with a partner from an acting class to read through our lines for a scene together. We ordered 4 macaroons and a beverage, paying about $20, which in my opinion is way too expensive. There was only 1 other patron in the restaurant when my scene partner and I were ordering, and they left soon after we sat down. The macaroon was excellent, the dos off putting thing cam from the staff. One hefty ginger woman was working. She was nice when taking our order, but turned out to be the worst part of the place. The lines that my scene partner and I were rehearsing weren't harsh, they didn't have any swearing and we weren't yelling or talking loud. Since we were the only ones there, it was easy to hear each other. We almost reach the end of our lines when I hear ""Can you guys tone it down, or stop or just get out? cause thats really disturbing me"" Mind you, what we were disturbing with our chatter, was her FaceTime call to her friend complaining about her divorce and how her husband left her, as well as her texting sessions that took place the entire time we were there. My friend even tipped her, and to be addressed so rudely from such a nasty woman was not only off-putting but so unprofessional, which added to her unprofessionalism by texting her whole shift and face timing her friend to cry. Im sorry, but do that stuff off the clock. No one wants to deal with bitter people who have awful personal lives, then bring that attitude to work with them. Like I said, the macaroon was delicious and the ambiance was so adorable, but I will definitely not be returning due to their sub-par staff.",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=yGNu7-Z3antdetETBAIb4Q,0,1,6
Sarah T.,11/8/2016,5,"Chicago, IL",The Spaniard sandwich was delicious and fresh! I had the combo special of 1 drink+1 bag of chip+1 pastry with a sandwich for $11.99 and I get to choose 16oz drip coffee and a lavender French macaron for dessert! It's just a nice cozy place that really makes lunch worth while!,0,1,1,0,[],[],not elite,https://www.yelp.com/user_details?userid=jI2WCreZgsDnTqntb5oAkA,0,10,7
Gemma B.,10/19/2016,4,"Chicago, IL",Patience is needed when ordering because of small staff.  Lovely breakfast and macaroons.  Will go back again for quiet setting and to try out the bread.,1,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=iksrK2X7q8OjBehgx1f0tQ,33,2,69
Suzanne K.,10/4/2016,2,"Chicago, IL","I moved from the Chicago suburbs/Wisconsin area to the city about 7 months ago and choosing where and what to eat has been the most overwhelming aspect of living in the city by far. I rely on Yelp just as many others do to help me with the struggle, but after having dozens of negative experiences at ""highly rated"" places, it has left me to give my own opinion and La Boulangerie is the one that made me rip out my iPad and say something finally.The menu that is scattered on 3 walls made my eyes hurt, so I quickly decided on the Wisconsin. Chicken, avocado, Brie, apple butter,  sounds pretty safe. I knew something had to be up when my sandwich only took a minute. Here it is. A whole dry hard baguette (how am I supposed to eat a whole dry loaf of bread) --dry shaved chicken like out of the can! No avocado, and two chunks of Brie slapped on there. My boyfriends no cook but even he'd know to put mayo and pepper on there to disguise the mess going on. Im not sure if the apple butter was in it or not. Unless that dot salmon purée is it. And as for the cappuccino.... You can spot me putting 3 packets of sugar and heap of creamer before I left.",0,0,3,2,['https://s3-media1.fl.yelpcdn.com/bphoto/wDG2zNC2RgYVS1MfKxwK8Q/348s.jpg'],[],not elite,https://www.yelp.com/user_details?userid=OYD_awy9Tz3o_1Yy51SHWQ,85,1,8
Lee M.,9/28/2016,3,"Evanston, IL","Manager Ashley...great, sandwiches great, pastry great...bread pudding to die for, bread the best in Chicago...Wait! Ashley's gone, the bread is not very good anymore and the customerservice now sucks. So so so sad",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=nmdav2LAfExbKArxBu-PKg,48,2,20
Kimmy B.,9/28/2016,5,"Chicago, IL","It's so hard to find good french macarons (not the coconut macaroons, real macarons), especially any that are worth the money they always cost ($2-3 a piece). This place is worth it. Always fresh, always delicious, and such a good selection. Definitely the place to go in the city.",0,1,1,0,[],[],not elite,https://www.yelp.com/user_details?userid=W50TX3FU3Js6X04YEgwt4Q,1,3,31
Shannan C.,9/5/2016,1,"Irving Park, Chicago, IL","Stood in line (one person in front of me) for almost 10 minutes with no recognition from the ONE person working there.  They need more staff, all we wanted was a baguette.",0,0,1,0,[],[],not elite,https://www.yelp.com/user_details?userid=PalrbcoEzYQKmzSSxrlWOg,10,4,7
Kat K.,8/20/2016,4,"Chicago, IL","The food is very good, fresh. Everything is good! The only problem is there is usually only one employee, and since he/she has to make the food as its ordered, you can imagine the wait. If I see customers inside, I simply walk past because I never have that kind of time.",0,1,1,0,[],[],elite,https://www.yelp.com/user_details?userid=JqLxrIZPcoWxsVmtwPWhzA,1,6,104
Sharon J.,6/25/2016,4,"Chicago, IL","After doing some research, I decided that La Boulangerie would be the perfect spot for a saturday afternoon sweet stop.  As soon as I walked in, I couldn't help aww-ing at the cute interior of the bakery complete with a mini eiffel tower and a beautifully decorated menu-chalkboard.  For my first round I got the pain au chocolat and the canele with the canele offering and intensely flavorful caramelized crispy outside, and the softest, most soothing vanilla rum interior.  The pain au chocolat presented itself as an intricate pastry, sophisticated enough for a mature palate, and satisfying enough to serve as a child pleasing snack.  The lavender and passionfruit macaron were also well sized and rich, and I could tell that they were both made with the utmost care.  The staff here is very friendly and I would definitely recommend this place for an afternoon adventure.",0,2,1,0,[],[],elite,https://www.yelp.com/user_details?userid=C-83VKZmbPXVJoL37QA6vA,296,29,52
Alex J.,5/14/2016,4,"Summit, NJ","Good sandwiches, got the turkey club and Atlantic. A little too expensive. Bread good, friendly service but it takes a while.",0,1,1,0,[],[],not elite,https://www.yelp.com/user_details?userid=hn0fxpV-eYE9s6zbOVS4TA,1,0,8
Ranit S.,3/7/2016,1,"Chicago, IL","I used to love this place, but I'll never go back again, and a rude and lazy employee called Mike who doesn't give a damn is to blame. Bottom line: I was served Quiche blackened underneath with charcoal and grime, not once, but three times, by the same, callous employee. When I brought it to his notice, this is what happened.I used to like La Boulangerie a lot, have been going there for couple of years now because it's on my way to the Belmont stop. The place was formerly attended by a friendly Spanish couple who cared deeply about serving the customers, were involved and engaged. Their croissants and quiches are great and the coffee used to be good too. Besides, it was also a good place to sit and work.I guess there was a change of management about 6 months back or so, and everything started going downhill. They don't even have a proper espresso machine any more, so you can't really order a cappuccino or macchiato. But it was a Monday morning incident that sealed the fate of this café  for me. It had to do with a callous, indolent and rude employee by the name of Mike (or that's what he told me his name was). The first time he served me a slice of quiche, it was totally blackened underneath from charcoal that came from the oven. I told him politely, and he apologized. The second time around when the same thing happened, I was annoyed but told him politely again, and he apologized, saying that he'll be more careful next time. But it should have become obvious to me that he really didn't care. When he did the same thing to me the THIRD time, and this time I confronted him, instead of apologizing or even acknowledging his mistake, he assumed a brazen and defensive attitude and told me ""Now, what do you want to do man?"" as if challenging me. Neither did he offer to serve me another quiche, nor did he give me a refund, but instead walked away with the plate of grimy quiche into the kitchen when I asked him his name, and said, ""Go, write a review on yelp, or call the manager..."" and then muttered something insulting that I couldn't catch. By then, I had picked up my bag and was on the way out. The place used to be great, but the service has fallen significantly since the management changed hands. I'll never go back there again.",0,1,0,1,[],[],not elite,https://www.yelp.com/user_details?userid=4lUbCWKhpPytdjHW_20_Xg,0,0,4
Michael V.,2/29/2016,4,"Chicago, IL","Came here with my girlfriend for a quick lunch on an early Saturday afternoon. This is an adorable, french bakery just down from the Belmont L stop. We ordered the turkey club and the caprese along with a coffee and chocolate croissant. The sandwiches were very good and made on in-house, freshly baked bread. The turkey was actually roasted and the aioli gave it some extra zest. The croissant was delicious, so I imagine the army of macaroons and other baked goods in their display case are equally good. Service was a tad slow, but they were very busy and you could tell they were working really hard to serve everyone in a timely manner.Great place to spend a relaxing afternoon munching on a sandwich and a couple sweet treats!",0,2,2,0,[],[],elite,https://www.yelp.com/user_details?userid=HpZsXNBSkWZ-0HaYOjLaWA,36,57,363
Toni S.,2/16/2016,4,"Chicago, IL","The macaroons, the breakfast sandwiches, the canneles? ( I believe that's what they were called) are so damn tasty! Very cute place. Definitely recommend it to those who need a quick breakfast bite. And don't forget the delicious quiche!",0,1,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=FLPb2PDpbrWlCATVXyhzKQ,102,0,4
Malika M.,2/15/2016,5,"Atlanta, GA","The macarons are the best I've ever had in the United States. I love Ladurée in Paris, and these are a great comparison. The salted caramel is a excellent go-to, but the true winner is the lavender. I may even say that theirs is better than Ladurée. The macarons themselves are beautifully made. They are perfect melt-in-your-mouth, delicious creations! Thankfully (or not), I live in Atlanta. Otherwise, I would be here everyday. Non-coffee beverage selection reminded me of the bakeries in Western Europe. Very cute place. The macarons are a MUST.",0,1,0,0,['https://s3-media4.fl.yelpcdn.com/bphoto/JKc1SLK4Z4gNZN8heX2FAQ/348s.jpg'],[],not elite,https://www.yelp.com/user_details?userid=I-Mjh158hcFCcQcaAcZXnA,1,1,3
