user_name,review_date,stars,user_location,review_text,check_ins,cool_rating_count,useful_rating_count,funny_rating_count,review_photos,previous_review,elite_status,user_link,user_friends,user_photos,user_reviews
Saira K.,4/7/2018,4,"Atlanta, GA",Cute bakery in Ravenswood! Stephanie was as nice as can be. They have samples of bread served with balsamic vinegar. Delicious! Croissant was huge And so good heated! Crepe was so good. Service is excellent! Attached to a school!,0,7,11,6,"['https://s3-media3.fl.yelpcdn.com/bphoto/i43B7irOgbBOigZSzpmMOg/348s.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/UTG9CUNHd2eUfUxprliAqw/168s.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/d_cNoThdf_Z7bYoj10Xjww/168s.jpg']",[],elite,https://www.yelp.com/user_details?userid=OV6JZ1M5ov65F8PWQzhG-Q,1126,1146,1261
Allyson M.,"4/1/2018
            





Updated review",4,"Chicago, IL","I dont see that UNfriendly guy anymore in the morning! Yey!! Hoping he didnt just go on vacation but he is gone  for good. Fortunately, he was replaced by a much warm, friendly, cuter guy in the morning and that made my croissant taste better.",0,0,0,0,[],"{'stars': 3, 'review_date': '3/3/2018\n            \nPrevious review', 'review_text': 'I would really like to give this place a 5 because I love their ham and cheese croissant but they always run out whenever I go there!!!! When they know this is one of their hot selling items, why cant they just make more or make more FASTER!Most of the time, their staff are really friendly except for one, the african american guy who I always see there in the morning. I know he is always doing something whenever I walk in there but he doesnt even look at my direction whenever he hears the door open. He was just right there at the counter. And worse, he knows I would be standing there infront of him and waiting for him to even say ""hi"" even after I said hi to him nor say ""I\'ll be right with you when Im done with this"" but no, nada, not a word. We wouldnt even look at me and seems like soooo focused on making a coffee. Its just coffee!!! I always feel like Im being ignored by him, Only by HIM! Every time!!! He is such a snob and not very friendly. Im not sure why they are still keeping him because obviously, he lacks good customer service. Maybe he is one of the owners and i just have to deal with him whenever I want to have their croissant! Customer service can be improved especially if its his job! he just have to pretend he is nice and friendly if its not in his character. That will make their croissants taste better.', 'review_feedback': {'review_type': ['Useful', 'Funny', 'Cool'], 'review_count': ['0', '1', '0']}}",not elite,https://www.yelp.com/user_details?userid=iWYTdgaTzg7atp9BK5sppw,0,0,12
Layne S.,2/24/2018,3,"Northbrook, IL","Food is great.  This is one of those silly reviews about service. Food is great. If you can get it. Extremely inefficient layout with one r""register"". Long lines and demanding self involved customers makes what could be a 2 minute interaction take significantly longer. If I see more than 2 people in line I pass.  That said I was second in line and the woman in front of me changed her mind about items and began ordering new items at the register. I had a freaking croissant in my hand waiting to check out. Selfishly it would have been significantly more efficient and customer friendly to let me pay for my 1 item. Foods good yet my time is worth more and the annoying customers suck.",0,0,1,2,[],[],not elite,https://www.yelp.com/user_details?userid=xI3uGokFQM06ta-wRFzWLQ,3,1,77
Tony C.,1/28/2018,5,"Tacoma, WA","Absolutely the best baguette and croissants in Chicago!!! The baguette is as should be, crusty on the outside and soft on the inside, it is in darker shadow white, and with the right consistency.  The croissant are just perfect.  have need traveler living as a tour operator in the past 30 years and this is as good as any baking shop in French!!",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=llaeoJ05lGhGjjx47f3nBA,0,1,6
Elizabeth H.,1/15/2018,4,"Chicago, IL","We look forward for Saturday morning walks to the Boulangerie. Everything is great there...our favorites are the ham & cheese croissant, bacon and Swiss quiche and the pistachio macaroons. The grocery items are priced high...I get it but if you know someone in Europe, better have them bring to you if visiting. Great place!",0,0,1,1,[],[],elite,https://www.yelp.com/user_details?userid=FBdooMwXnfXMTsfcEOULWg,43,99,134
Sherri S.,11/26/2017,5,"Hoffman Estates, IL",Did a quick search for a bakery in the area to bring to a last minute party and got lucky!  The macaroons were absolutely amazing and croissants were so buttery and delicious. Definitely a must have! Everything I brought was eaten and people were raving about the desserts.,0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=JhLGQOzKS9Esw4GLJmyfwA,3,0,25
Lauren L.,11/18/2017,1,"Lakeview, Chicago, IL","Adorable place and the latte was great! Giving it a low score because the quiche Lorraine was horrible, inedible really. It was so dry it was almost hard. The bread and croissants looked good. But i would never go back. A French cafe should never serve quiche like that!",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=zZbWJHnvjQfdYNalcjMQTg,0,1,7
David Z.,11/13/2017,5,"Chicago, IL","Fantastic, freshly baked baguettes and great coffee in a cozy atmosphere.",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=iEqZF7ptkZmMyBzDowX3vw,0,0,6
Salena C.,11/8/2017,4,"Chicago, IL","La Boulangerie came through with the sweetest service, spacious seating in both the cafe and patio areas, and delicious macarons. The macarons were priced at $2.25 a piece, which is on par with their competition. They boasted a large variety of flavors, ranging from floral to fruity to chocolatey, and both my friend and I noted that the macarons are much larger than normal. Either way, we completely devoured our entire box in one sitting :) My only complaint is that they offer a 5-piece box for $11.90, which is confusing because $2.25 (the price per individual macaron) x 5 macaron = $11.25 total, so you're essentially paying more for a box instead of getting a deal. Weird...Parking is a little difficult, but it's steps away from the Damen Brown Line, which makes it simple to access. I will be adding La Boulangerie to my list of dessert rotations for sure!",1,10,13,5,"['https://s3-media1.fl.yelpcdn.com/bphoto/M4vopNFzWH880YvfwVeSXQ/168s.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/6sPTFeJd0kLWF1R9VNlhtg/168s.jpg']",[],elite,https://www.yelp.com/user_details?userid=f0SHitrEqc5k0DwWyPlY9w,1158,1040,401
Julia M.,10/21/2017,5,"Chicago, IL","A Hidden Gem!  Ordered several different types of croissants, quiches and sandwiches (there with a group).  And every single thing was good...really good.  Nothing beats freshly made pastries.Luckily for my health and waistline it is NOT within walking distance.",0,0,2,1,[],[],not elite,https://www.yelp.com/user_details?userid=JCtr9wtNRefrjyA3IQV3xA,0,7,44
Jenny H.,10/17/2017,5,"Chicago, IL","This place is cozy and cute from it's little market shelf of French goodies with nougats, cookies, and Bonnie Maman jam (including a countdown to Christmas calendar with 25 mini jam jars!) to the colorful display of macarons and pastries.The 5 stars is mainly a relative review for the macarons as they have the best I've tried in Chicago so far. Even when not fresh as the crust would crack in flakes, the cookie was still soft to the bite with a distinctive chew bounce, just the way I like them. The ganache is not too sweet but flavorful and creamy. I've tried the pistachio and chocolate- both were good. Just wish they were a bit fresher so the outer shell would be softer.Also tried chocolate croissant and a regular croissant. Both while warm, which warms your souls as you bite in. The only thing I'd have to come back for is to see if the croissant has more inner layers when cooled as they stick and taste a bit bread-like when warm. The outer crust is perfectly browned and delicately crisp. Pretty sure this will be my go to for macaron craving days from now on. A bit on the expensive side though at $2.25 a pop.",2,0,0,0,['https://s3-media4.fl.yelpcdn.com/bphoto/Pskq_CPZZSRTTsLcPoWQcg/348s.jpg'],[],elite,https://www.yelp.com/user_details?userid=TjhCjRQT8-Fn9smhbuUQ8Q,166,8,138
George M.,10/17/2017,5,"Mount Prospect, IL",Yummy soft tasty hot goodness of a breakfast sandwich. I stopped in for a quick sandwich after searching the neighborhood for a good place to eat. Upon entering the establishment I was warmly greeted by the guy behind the counter who asked me what I wanted to order. Since it was my first time in the place I asked for a minute to review the menu. He politely told me to take my time and whenever I was ready he would take my order. Perfect. At no point did I feel rushed or pressured to order quickly. After placing my order I waited for a few minutes and then was presented my sandwich in a neatly folded white paper bag.Bottom line - if I am in the neighborhood again I will definitely sample other items on the menu and hope they are as tasty as my morning breakfast sandwich.,0,0,1,0,"['https://s3-media4.fl.yelpcdn.com/bphoto/5DhgXK36lUh_6kBW96suIg/348s.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/XQ0mBjUH-13StC0EWyC6IA/168s.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/zz87dWU8B8WxGj1D198P0g/168s.jpg']",[],elite,https://www.yelp.com/user_details?userid=fPFSUEO30dg6jZODSEBmug,5,218,63
Quân L.,10/1/2017,4,"Chicago, IL","Located in a beautiful neighborhood in Uptown Chicago, La Boulangerie is a French Bakery that serves croissant, macaron, traditional sandwiches, and hot coffee. It has both outdoor and inside seating tables. I genuinely like that there were small macaron samples in the cashier section that customers could try. The price is pretty fair as three macarons, one butter croissant, one chocolate croissant, and one flan cake cost us $15. The croissants are simply out of this world; especially the butter croissant, which I might confidently say it was very authentic French. The texture and surface of the Macaron cookie are silky smooth and chunky, while the cookie's texture beneath the crust is chewy, light, and soft. The filling cream is smooth, sufficient firm just like ganache, and not sticky. However, sugar took over in all of the macarons that we had, which are Dark Chocolate Hazelnut, Pistachio, and regular Chocolate. Sadly, I hardly tasted the flavor and was unable to tell which was Hazelnut and which was Chocolate because of the over sweetness. My friend did not enjoy the flan cake too much. It was smooth, apparently, but the texture was firm. All in all, we will definitely be back here for an ideal Sunday morning just to have a butter croissant and a cup of hot French roasted coffee.",0,0,0,0,[],[],elite,https://www.yelp.com/user_details?userid=V6x1_b4pzFJ70RtdGwKQYw,18,1146,190
Allison M.,9/6/2017,2,"Chicago, IL",Nothing special about this place. Overpriced and extremely slow. The new barista spent more time cleaning the cappuccino machine than greeting the growing line of 6 people.,0,0,1,0,[],[],not elite,https://www.yelp.com/user_details?userid=j8VoJckjslfjIcOINVrr9Q,94,0,5
angus p.,9/6/2017,5,"Chicago, IL","As I write this, I'm eating the leftovers from two baguettes we purchased yesterday.   So amazingly good.  I think this is hands down the best baguette in the city - Whenever I can, I try to go here to pick up dessert or bread instead of just purchasing at the store - worlds of difference.    This place is one of the joys of living in the city.",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=5Lqs16HPNnYgWUW3madvlg,0,0,6
Aamer G.,8/27/2017,5,"Chicago, IL","I can't believe I have gone this long not reviewing this bakery, as it's one of our go to breakfast spots in the area. The service and food are both fantastic! The croissants and macarons may be a bit pricier than your average bakery, but you are paying for quality.  The coffee is excellent (but not french if you are looking for that). The actual breakfast items and sandwiches are more of a 4.5 than 5 but we opted to round up based on the fantastic baked goods and coffee.",0,0,1,2,[],[],not elite,https://www.yelp.com/user_details?userid=0cup9jif7NCLllnhsu0fKw,3,5,51
Kristin P.,8/25/2017,1,"Chicago, IL",Open until 7. Just tried to get a sandwich at 6:45. Would not make me a sandwich. I won't be back.,0,0,1,0,[],[],not elite,https://www.yelp.com/user_details?userid=I0YpE-GopkJotMKwYHPmFw,1,0,2
Trudy G.,7/15/2017,5,"Chicago, IL","I purchased a loaf of their sour dough bread, and I'm addicted! It's a huge loaf, do after the first day, we put it in the freezer, and take out a slice or two at a time. It's quite simply the best loaf of bread I've ever had. No ""sour "" taste to it, just a delicious taste. We will be back every week for a new loaf.",0,0,0,0,[],[],not elite,https://www.yelp.com/user_details?userid=tSUCcDMQEwXq3ojx55GdTQ,0,3,33
Paola S.,7/12/2017,3,"Avondale, Chicago, IL","The pastries, crepes and the coffee were excellent. Unfortunately the place was filthy, the floor did not see a mop in days, the area were they have water, sugar, etc was full of spilled coffee, food and dust. Seriously... we went there on a Saturday morning how dirty can it get in a couple of hours? It is a shame as this is such a good bakery...",1,0,2,1,[],[],not elite,https://www.yelp.com/user_details?userid=6CXhEdXAYjgv_oqeINcp1A,2,88,75
Syema A.,7/9/2017,4,"Chicago, IL","Delicious baked goods and tasty coffee. And $7.75 for a heaping breakfast sandwich is a great price IMO. If only they were more consistent about having all the menu items available. I guess that might be a symptom of how in-demand their croissants are. Overall, I'm a fan and will be back. Maybe a little earlier next time so I can snag one of those plain croissants.",0,1,1,1,[],[],not elite,https://www.yelp.com/user_details?userid=036OtWRtHJN4bjG406OMrg,25,1,35
Heather P.,6/29/2017,2,"Chicago, IL","It's a small, cute, authentic little French bistro type place. I was not as impressed as I would have liked. I waited for a while to be noticed in what I thought was a line to order. Two men walked in and were immediately greeted and helped, while I stood in front of the register, hoping to order a cappuccino. That was irritating. The cappuccino was lovely, the community seating was fine, the menu was small and concise. After coffee, I wanted to order a sandwich. I went with the Parisian. The bread was crusty like it should be, but maybe a little too crusty. It hurt my mouth. The ham was great. The cheese was great, but all three together was maybe a little too pricey with a $7 and some change bill. No sides and the size of the sandwich was average.",1,2,2,2,[],[],elite,https://www.yelp.com/user_details?userid=tcNfkr9GYMXmPYf0DEd-Fw,319,142,408
Mary K W.,6/24/2017,3,"Chicago, IL","This really should be 2.5 stars, but their food (when it's available) is really good, if not a bit expensive. Stopped in at 8 am on a Saturday and they literally had 3 chocolate and 3 plain croissants left. No ham and cheese croissants, no other 'sandwich' type croissants. Literally 6 items in the giant case. I don't know if they were baking them, I don't know if someone got in to work that morning really late, but when I asked, the guy kind of sheepishly said no, that was all they had. I think the people behind me were bummed that I bought 2 of the 3 chocolate ones... That being said, the croissants were excellent. So was the quiche lorraine (they did have a lot of quiche available to choose from). They lose a star for the uneven availability of their goods, and lose another 1.5 stars for the price. I get that the food is good, but the prices are astronomical. You've heard the theory about millenials' inability to buy a house and avocado toast? This is the same thing, but with croissants. My 2 croissants and 1 piece of quiche was $14.50 (including tax). When I was just out of college, I could never afford to get breakfast or lunch here on a regular basis.Great place for an occasional treat of authentic French food and pastries - yes I've been to France 3 times, and going again this summer - just know that everything on their menu might not be available, and is quite expensive.",0,0,1,0,[],[],not elite,https://www.yelp.com/user_details?userid=okPVnv_YEyvyRwwzkfbBgA,3,12,162
Nick R.,6/21/2017,3,"Skokie, IL",Great selection of tasty macaroons here. I love to come buy them as gifts as well. The place is nicely done and comfortable. A bit cold of an atmosphere the sandwiches here are also really good. I would have liked a bigger selection of salads and the bread in he sandwiches is always hard which is what stops me fro eating here more often. I believe the bread is fresh but the artisan breads they use tend to be tough and I don't like that. Overall I ama fan and will be stopping back in,0,0,0,1,[],[],elite,https://www.yelp.com/user_details?userid=KCsUbpR9iLkKcucKiON0Jw,157,69,202
